WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
9,Linz,Ladies Linz Open,2/6/23,WTA250,Indoor,Hard,1st Round,3,Niemeier J.,Kenin S.,71,209,853,323,2,6,6,3,6,4,2,1,Completed,2.2,1.67,2.2,1.74,2.32,1.74,2.16,1.68
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Van Uytvanck A.,Noskova L.,76,50,815,1009,7,6,6,2,,,2,0,Completed,2.75,1.44,2.59,1.56,2.85,1.57,2.56,1.5
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Lys E.,Rakhimova K.,126,115,539,565,6,4,7,6,,,2,0,Completed,1.62,2.3,1.68,2.29,1.68,2.4,1.63,2.25
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Vondrousova M.,Tomova V.,89,101,732,652,6,3,6,3,,,2,0,Completed,1.08,8,1.08,9.74,1.1,9.94,1.07,8.12
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Masarova R.,Alexandrova E.,99,17,658,2030,4,6,6,1,7,6,2,1,Completed,2.75,1.44,2.9,1.46,2.92,1.46,2.78,1.43
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Martic P.,Bassols M.,34,128,1325,536,6,1,7,5,,,2,0,Completed,1.29,3.75,1.3,3.81,1.3,3.85,1.28,3.6
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Bronzetti L.,44,66,1179,896,2,6,6,3,6,4,2,1,Completed,1.4,3,1.41,3.11,1.42,3.21,1.38,2.97
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Galfi D.,Pera B.,92,43,705,1205,6,2,7,6,,,2,0,Completed,5,1.17,5.13,1.2,5.13,1.2,4.79,1.18
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Giorgi C.,Cristian J.,73,193,836,340,6,1,6,2,,,2,0,Completed,1.29,3.75,1.32,3.7,1.32,3.76,1.29,3.51
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Gracheva V.,Blinkova A.,84,67,750,884,7,5,7,5,,,2,0,Completed,2.63,1.5,2.55,1.57,2.63,1.57,2.47,1.53
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Sakkari M.,Parrizas Diaz N.,7,79,3811,790,6,1,7,6,,,2,0,Completed,1.2,4.5,1.23,4.56,1.25,4.85,1.21,4.28
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Vekic D.,Korpatsch T.,33,81,1326,784,7,6,6,1,,,2,0,Completed,1.11,6.5,1.13,7.16,1.14,7.16,1.11,6.23
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,1st Round,3,Kalinina A.,Parks A.,31,51,1347,1009,6,2,7,5,,,2,0,Completed,1.91,1.91,1.9,1.99,1.95,2.01,1.88,1.9
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,1st Round,3,Friedsam A.L.,Errani S.,124,106,542,614,6,2,6,4,,,2,0,Completed,1.22,4.33,1.28,4.03,1.3,4.65,1.24,3.93
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,1st Round,3,Tauson C.,Begu I.,141,27,460,1472,6,1,6,2,,,2,0,Completed,1.91,1.91,1.87,2.03,1.97,2.03,1.88,1.91
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,1st Round,3,Brengle M.,Grabher J.,82,90,771,724,7,6,6,2,,,2,0,Completed,1.62,2.3,1.51,2.74,1.68,2.74,1.55,2.42
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,2nd Round,3,Vondrousova M.,Masarova R.,89,99,732,658,6,1,6,1,,,2,0,Completed,1.29,3.75,1.33,3.57,1.33,8,1.3,3.56
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,2nd Round,3,Sakkari M.,Gracheva V.,7,84,3811,750,6,4,6,2,,,2,0,Completed,1.22,4.33,1.23,4.62,1.23,4.75,1.21,4.32
9,Linz,Ladies Linz Open,2/8/23,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Niemeier J.,44,71,1179,853,7,5,3,6,6,3,2,1,Completed,2,1.8,2.19,1.75,2.19,1.86,2.06,1.75
9,Linz,Ladies Linz Open,2/9/23,WTA250,Indoor,Hard,2nd Round,3,Galfi D.,Lys E.,92,126,705,539,6,4,3,6,6,3,2,1,Completed,2.5,1.53,2.68,1.52,2.7,1.57,2.49,1.52
9,Linz,Ladies Linz Open,2/9/23,WTA250,Indoor,Hard,2nd Round,3,Friedsam A.L.,Kalinina A.,124,31,542,1347,6,3,7,5,,,2,0,Completed,3.5,1.3,4,1.28,4.04,1.33,3.46,1.3
9,Linz,Ladies Linz Open,2/9/23,WTA250,Indoor,Hard,2nd Round,3,Vekic D.,Brengle M.,33,82,1326,771,6,3,6,1,,,2,0,Completed,1.2,4.5,1.21,4.92,1.23,5.36,1.2,4.35
9,Linz,Ladies Linz Open,2/9/23,WTA250,Indoor,Hard,2nd Round,3,Tauson C.,Giorgi C.,141,73,460,836,1,6,6,3,6,4,2,1,Completed,1.91,1.91,1.89,2,1.94,2.2,1.84,1.94
9,Linz,Ladies Linz Open,2/9/23,WTA250,Indoor,Hard,2nd Round,3,Martic P.,Van Uytvanck A.,34,76,1325,815,6,4,6,7,7,6,2,1,Completed,1.8,2,1.91,1.98,2,2,1.85,1.93
9,Linz,Ladies Linz Open,2/10/23,WTA250,Indoor,Hard,Quarterfinals,3,Vondrousova M.,Galfi D.,89,92,732,705,4,1,,,,,0,0,Retired,1.11,6.5,1.14,6.96,1.15,7,1.11,6.21
9,Linz,Ladies Linz Open,2/10/23,WTA250,Indoor,Hard,Quarterfinals,3,Potapova A.,Friedsam A.L.,44,124,1179,542,2,6,6,4,6,1,2,1,Completed,1.57,2.38,1.63,2.43,1.64,2.45,1.59,2.33
9,Linz,Ladies Linz Open,2/10/23,WTA250,Indoor,Hard,Quarterfinals,3,Sakkari M.,Vekic D.,7,33,3811,1326,6,3,7,6,,,2,0,Completed,1.8,2,1.84,2.08,1.87,2.15,1.78,2.01
9,Linz,Ladies Linz Open,2/10/23,WTA250,Indoor,Hard,Quarterfinals,3,Martic P.,Tauson C.,34,141,1325,460,6,4,7,5,,,2,0,Completed,2.2,1.67,2.13,1.8,2.45,1.8,2.2,1.65
9,Linz,Ladies Linz Open,2/11/23,WTA250,Indoor,Hard,Semifinals,3,Potapova A.,Vondrousova M.,44,89,1179,732,6,1,6,7,6,3,2,1,Completed,4,1.25,4.02,1.29,4.12,1.31,3.72,1.27
9,Linz,Ladies Linz Open,2/11/23,WTA250,Indoor,Hard,Semifinals,3,Martic P.,Sakkari M.,34,7,1325,3811,3,6,6,3,6,4,2,1,Completed,3,1.4,3.2,1.4,3.21,1.45,2.98,1.38
9,Linz,Ladies Linz Open,2/12/23,WTA250,Indoor,Hard,The Final,3,Potapova A.,Martic P.,44,34,1179,1325,6,3,6,1,,,2,0,Completed,2.1,1.73,2.07,1.85,2.1,1.85,2.02,1.78
10,Doha,Qatar Open,2/13/23,WTA500,Outdoor,Hard,1st Round,3,Muchova K.,Trevisan M.,123,25,546,1558,6,2,6,2,,,2,0,Completed,1.22,4.33,1.22,4.74,1.23,5.25,1.2,4.36
10,Doha,Qatar Open,2/13/23,WTA500,Outdoor,Hard,1st Round,3,Kudermetova V.,Krejcikova B.,11,29,2740,1464,6,4,3,6,7,6,2,1,Completed,1.67,2.2,1.81,2.09,1.81,2.25,1.74,2.07
10,Doha,Qatar Open,2/13/23,WTA500,Outdoor,Hard,1st Round,3,Azarenka V.,Oz I.,17,196,2138,338,6,1,6,1,,,2,0,Completed,1.02,19,1.03,23.19,1.03,23.19,1.02,14.47
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Kvitova P.,Zhang S.,13,22,2227,1710,7,5,6,2,,,2,0,Completed,1.4,3,1.45,2.93,1.45,3.16,1.38,2.98
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Collins D.,Mertens E.,42,37,1219,1294,6,4,7,6,,,2,0,Completed,1.62,2.3,1.62,2.44,1.66,2.52,1.58,2.35
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Ostapenko J.,Keys M.,14,23,2210,1668,7,5,6,2,,,2,0,Completed,2.1,1.73,2.05,1.85,2.25,1.85,2.02,1.78
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Kenin S.,Samsonova L.,210,15,323,2209,6,3,6,1,,,2,0,Completed,3.5,1.3,3.35,1.37,3.6,1.37,3.35,1.31
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Bencic B.,Tomova V.,9,100,3275,655,6,0,6,1,,,2,0,Completed,1.06,10,1.07,11.15,1.09,12.11,1.06,9.35
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Haddad Maia B.,Badosa P.,12,20,2285,1862,7,6,6,3,,,2,0,Completed,1.73,2.1,1.85,2.04,1.85,2.1,1.78,2.02
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Sakkari M.,Zheng Q.,7,24,3616,1599,6,2,3,6,6,3,2,1,Completed,2.1,1.73,2.12,1.79,2.2,1.83,2.04,1.76
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Alexandrova E.,Pliskova Ka.,18,19,2005,1910,6,1,6,2,,,2,0,Completed,2.63,1.5,2.67,1.53,2.83,1.53,2.59,1.49
10,Doha,Qatar Open,2/14/23,WTA500,Outdoor,Hard,1st Round,3,Kasatkina D.,Marino R.,8,75,3425,829,7,6,6,2,,,2,0,Completed,1.53,2.5,1.48,2.81,1.53,2.81,1.48,2.6
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Bencic B.,Azarenka V.,9,17,3275,2138,1,6,7,6,6,4,2,1,Completed,1.62,2.3,1.61,2.44,1.65,2.44,1.61,2.29
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Kudermetova V.,Kenin S.,11,210,2740,323,6,2,7,5,,,2,0,Completed,1.5,2.63,1.48,2.84,1.57,2.84,1.49,2.57
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Gauff C.,Kvitova P.,6,13,3992,2227,6,3,7,6,,,2,0,Completed,1.57,2.38,1.63,2.4,1.63,2.48,1.57,2.37
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Pegula J.,Ostapenko J.,4,14,5000,2210,6,2,2,6,7,5,2,1,Completed,1.5,2.63,1.52,2.7,1.55,2.7,1.49,2.59
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Sakkari M.,Alexandrova E.,7,18,3616,2005,6,3,6,2,,,2,0,Completed,1.57,2.38,1.6,2.47,1.6,2.59,1.55,2.41
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Kasatkina D.,12,8,2285,3425,6,3,7,6,,,2,0,Completed,1.67,2.2,1.66,2.35,1.73,2.35,1.66,2.2
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Swiatek I.,Collins D.,1,42,10485,1219,6,0,6,1,,,2,0,Completed,1.3,3.5,1.32,3.64,1.32,3.85,1.29,3.52
10,Doha,Qatar Open,2/15/23,WTA500,Outdoor,Hard,2nd Round,3,Garcia C.,Muchova K.,5,123,4795,546,6,7,7,5,6,4,2,1,Completed,1.5,2.63,1.51,2.72,1.53,2.78,1.49,2.59
10,Doha,Qatar Open,2/16/23,WTA500,Outdoor,Hard,Quarterfinals,3,Kudermetova V.,Gauff C.,11,6,2740,3992,6,2,3,6,6,1,2,1,Completed,2.5,1.53,2.56,1.58,2.62,1.59,2.46,1.53
10,Doha,Qatar Open,2/16/23,WTA500,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Bencic B.,1,9,10485,3275,,,,,,,,,Walkover,1.29,3.75,1.31,3.78,1.33,3.78,1.3,3.47
10,Doha,Qatar Open,2/16/23,WTA500,Outdoor,Hard,Quarterfinals,3,Pegula J.,Haddad Maia B.,4,12,5000,2285,6,3,6,2,,,2,0,Completed,1.44,2.75,1.44,3.02,1.47,3.32,1.43,2.78
10,Doha,Qatar Open,2/16/23,WTA500,Outdoor,Hard,Quarterfinals,3,Sakkari M.,Garcia C.,7,5,3616,4795,6,2,6,7,7,6,2,1,Completed,1.91,1.91,1.92,1.99,1.97,2.08,1.84,1.95
10,Doha,Qatar Open,2/17/23,WTA500,Outdoor,Hard,Semifinals,3,Pegula J.,Sakkari M.,4,7,5000,3616,6,2,4,6,6,1,2,1,Completed,1.62,2.3,1.65,2.38,1.67,2.55,1.6,2.32
10,Doha,Qatar Open,2/17/23,WTA500,Outdoor,Hard,Semifinals,3,Swiatek I.,Kudermetova V.,1,11,10485,2740,6,0,6,1,,,2,0,Completed,1.2,4.5,1.21,5.13,1.21,5.24,1.19,4.7
10,Doha,Qatar Open,2/18/23,WTA500,Outdoor,Hard,The Final,3,Swiatek I.,Pegula J.,1,4,10485,5000,6,3,6,0,,,2,0,Completed,1.22,4.33,1.25,4.44,1.25,5,1.22,4.22
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Krejcikova B.,Begu I.,30,39,1410,1288,6,4,6,2,,,2,0,Completed,1.25,4,1.3,3.84,1.3,4.05,1.27,3.72
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Yastremska D.,Cornet A.,122,60,552,927,6,2,6,3,,,2,0,Completed,1.53,2.5,1.66,2.34,1.67,2.5,1.6,2.31
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Keys M.,Paolini J.,23,64,1668,897,6,1,6,1,,,2,0,Completed,1.36,3.2,1.4,3.16,1.41,3.32,1.37,3.05
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Kvitova P.,Trevisan M.,15,25,2182,1558,6,2,6,1,,,2,0,Completed,1.08,8,1.1,8.19,1.12,9.4,1.09,7.25
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Zheng Q.,Zhang S.,24,22,1599,1710,6,3,6,1,,,2,0,Completed,1.29,3.75,1.31,3.79,1.33,4.12,1.29,3.57
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Bouzkova M.,Kenin S.,26,176,1538,377,6,1,6,1,,,2,0,Completed,2,1.8,1.89,2,2,2.05,1.84,1.94
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Samsonova L.,Badosa P.,13,19,2197,1862,6,7,7,6,6,4,2,1,Completed,1.62,2.3,1.6,2.48,1.63,2.5,1.57,2.37
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Tomova V.,Kanepi K.,99,48,665,1052,6,3,6,1,,,2,0,Completed,2.5,1.53,2.53,1.58,2.63,1.59,2.48,1.53
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Anisimova A.,Zvonareva V.,35,436,1304,108,6,3,6,2,,,2,0,Completed,1.13,6,1.18,5.46,1.2,6,1.17,4.98
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Collins D.,52,40,1007,1273,6,3,6,4,,,2,0,Completed,2.75,1.44,2.74,1.51,2.8,1.51,2.66,1.46
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Fernandez L.A.,Grabher J.,37,94,1300,689,6,4,6,2,,,2,0,Completed,1.08,8,1.09,9.06,1.12,12.11,1.07,8
11,Dubai,Dubai Duty Free Tennis Championships,2/19/23,WTA1000,Outdoor,Hard,1st Round,3,Kostyuk M.,Oz I.,55,195,990,338,4,6,6,4,6,2,2,1,Completed,1.04,13,1.05,15.27,1.05,15.27,1.03,11.83
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Cirstea S.,Haddad Maia B.,70,12,852,2285,4,6,7,6,7,5,2,1,Completed,4.33,1.22,4.02,1.28,4.33,1.29,3.9,1.25
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Bogdan A.,Siegemund L.,75,130,823,526,7,5,6,3,,,2,0,Completed,1.53,2.5,1.59,2.5,1.65,2.51,1.58,2.36
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Kalinina A.,Kudermetova V.,33,11,1347,2620,6,3,5,7,7,5,2,1,Completed,3.5,1.3,3.68,1.32,3.85,1.36,3.41,1.31
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Muchova K.,Pera B.,112,44,601,1200,6,1,6,4,,,2,0,Completed,1.33,3.4,1.33,3.56,1.41,3.76,1.33,3.28
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Davis L.,Teichmann J.,49,32,1025,1366,6,4,4,6,6,3,2,1,Completed,2.2,1.67,2.09,1.8,2.2,1.8,2.07,1.74
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Sasnovich A.,Masarova R.,43,93,1204,694,2,6,6,4,6,4,2,1,Completed,2.1,1.73,2.17,1.76,2.19,1.76,2.1,1.73
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Pliskova Ka.,Vondrousova M.,18,103,1910,631,6,3,6,4,,,2,0,Completed,2,1.8,2.07,1.83,2.1,1.92,1.97,1.81
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Azarenka V.,Pavlyuchenkova A.,14,732,2192,34,6,3,7,5,,,2,0,Completed,1.13,6,1.14,6.52,1.18,6.52,1.13,5.71
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Martic P.,46,28,1176,1450,6,4,0,6,6,2,2,1,Completed,1.91,1.91,1.9,1.99,1.91,2.06,1.83,1.96
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Zavatska K.,20,280,1795,223,6,1,6,4,,,2,0,Completed,1.2,4.5,1.2,5.2,1.22,5.2,1.19,4.65
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Rogers S.,Liu C.,45,57,1186,972,6,4,6,4,,,2,0,Completed,1.4,3,1.33,3.52,1.45,3.52,1.36,3.1
11,Dubai,Dubai Duty Free Tennis Championships,2/20/23,WTA1000,Outdoor,Hard,1st Round,3,Rybakina E.,Andreescu B.,10,36,2860,1302,6,3,6,4,,,2,0,Completed,1.25,4,1.31,3.76,1.31,4.6,1.26,3.76
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Krejcikova B.,Kasatkina D.,30,8,1410,3425,6,4,4,6,7,5,2,1,Completed,1.53,2.5,1.58,2.52,1.59,2.55,1.54,2.44
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Kalinina A.,Yastremska D.,33,122,1347,552,5,7,6,2,6,3,2,1,Completed,1.57,2.38,1.71,2.26,1.71,2.4,1.64,2.23
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Sakkari M.,18,7,1910,3800,6,1,6,2,,,2,0,Completed,2.2,1.67,2.28,1.69,2.32,1.69,2.23,1.64
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Keys M.,Garcia C.,23,5,1668,4835,7,5,6,4,,,2,0,Completed,2.1,1.73,2.08,1.82,2.2,1.84,2.06,1.75
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Azarenka V.,Anisimova A.,14,35,2192,1304,4,6,6,4,7,6,2,1,Completed,1.53,2.5,1.51,2.73,1.57,2.73,1.5,2.57
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Muchova K.,Cirstea S.,112,70,601,852,6,4,7,6,,,2,0,Completed,1.36,3.2,1.37,3.36,1.4,3.38,1.34,3.19
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Samsonova L.,Zheng Q.,13,24,2197,1599,,,,,,,,,Walkover,1.91,1.91,2.02,1.87,2.02,1.91,1.92,1.87
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Pegula J.,Tomova V.,3,99,5250,665,6,2,5,7,6,1,2,1,Completed,1.07,9,1.09,9.38,1.09,10.09,1.07,8.17
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Kvitova P.,Putintseva Y.,15,46,2182,1176,6,4,6,4,,,2,0,Completed,1.36,3.2,1.4,3.17,1.4,3.25,1.37,3.06
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Bogdan A.,Rogers S.,75,45,823,1186,7,6,6,3,,,2,0,Completed,2.75,1.44,2.78,1.49,2.85,1.49,2.75,1.44
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Sabalenka A.,Davis L.,2,49,6100,1025,6,0,6,1,,,2,0,Completed,1.14,5.5,1.16,5.9,1.19,6,1.14,5.47
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Bencic B.,Kostyuk M.,9,55,3315,990,6,7,7,6,6,4,2,1,Completed,1.2,4.5,1.25,4.39,1.25,4.5,1.22,4.21
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Fruhvirtova L.,20,52,1795,1007,6,2,6,0,,,2,0,Completed,1.5,2.63,1.55,2.61,1.55,2.63,1.51,2.52
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Fernandez L.A.,1,37,10900,1300,6,1,6,1,,,2,0,Completed,1.08,8,1.1,8.73,1.11,9.33,1.08,7.48
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Bouzkova M.,10,26,2860,1538,7,5,6,2,,,2,0,Completed,1.29,3.75,1.31,3.88,1.32,3.95,1.28,3.59
11,Dubai,Dubai Duty Free Tennis Championships,2/21/23,WTA1000,Outdoor,Hard,2nd Round,3,Gauff C.,Sasnovich A.,6,43,4091,1204,6,0,6,4,,,2,0,Completed,1.2,4.5,1.21,4.96,1.21,5,1.19,4.57
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Pegula J.,Bogdan A.,3,75,5250,823,6,4,6,3,,,2,0,Completed,1.14,5.5,1.17,5.9,1.21,6,1.15,5.37
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Kalinina A.,18,33,1910,1347,7,5,6,7,6,2,2,1,Completed,1.36,3.2,1.4,3.23,1.4,3.46,1.34,3.18
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Keys M.,Azarenka V.,23,14,1668,2192,6,2,6,1,,,2,0,Completed,2,1.8,2.07,1.85,2.19,1.88,2.02,1.79
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Muchova K.,Bencic B.,112,9,601,3315,6,1,6,4,,,2,0,Completed,2.5,1.53,2.8,1.5,2.8,1.59,2.5,1.52
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Samsonova L.,1,13,10900,2197,6,1,6,0,,,2,0,Completed,1.13,6,1.14,6.85,1.15,6.85,1.13,5.93
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Gauff C.,Rybakina E.,6,10,4091,2860,,,,,,,,,Walkover,2.1,1.73,2.25,1.72,2.31,1.8,2.14,1.7
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Sabalenka A.,Ostapenko J.,2,20,6100,1795,2,6,6,1,6,1,2,1,Completed,1.33,3.4,1.34,3.58,1.37,3.58,1.33,3.26
11,Dubai,Dubai Duty Free Tennis Championships,2/22/23,WTA1000,Outdoor,Hard,3rd Round,3,Krejcikova B.,Kvitova P.,30,15,1410,2182,6,3,6,2,,,2,0,Completed,2.1,1.73,2.15,1.79,2.15,1.83,2.04,1.76
11,Dubai,Dubai Duty Free Tennis Championships,2/23/23,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Pliskova Ka.,1,18,10900,1910,,,,,,,,,Walkover,1.07,9,1.11,7.77,1.14,9,1.1,6.9
11,Dubai,Dubai Duty Free Tennis Championships,2/23/23,WTA1000,Outdoor,Hard,Quarterfinals,3,Gauff C.,Keys M.,6,23,4091,1668,6,2,7,5,,,2,0,Completed,1.67,2.2,1.73,2.24,1.78,2.3,1.67,2.19
11,Dubai,Dubai Duty Free Tennis Championships,2/23/23,WTA1000,Outdoor,Hard,Quarterfinals,3,Krejcikova B.,Sabalenka A.,30,2,1410,6100,0,6,7,6,6,1,2,1,Completed,3.5,1.3,3.74,1.32,3.96,1.32,3.5,1.3
11,Dubai,Dubai Duty Free Tennis Championships,2/23/23,WTA1000,Outdoor,Hard,Quarterfinals,3,Pegula J.,Muchova K.,3,112,5250,601,,,,,,,,,Walkover,1.5,2.63,1.49,2.82,1.54,2.82,1.49,2.6
11,Dubai,Dubai Duty Free Tennis Championships,2/24/23,WTA1000,Outdoor,Hard,Semifinals,3,Swiatek I.,Gauff C.,1,6,10900,4091,6,4,6,2,,,2,0,Completed,1.1,7,1.11,8.19,1.13,8.19,1.1,6.73
11,Dubai,Dubai Duty Free Tennis Championships,2/24/23,WTA1000,Outdoor,Hard,Semifinals,3,Krejcikova B.,Pegula J.,30,3,1410,5250,6,1,5,7,6,0,2,1,Completed,2.5,1.53,2.41,1.63,2.6,1.63,2.41,1.56
11,Dubai,Dubai Duty Free Tennis Championships,2/25/23,WTA1000,Outdoor,Hard,The Final,3,Krejcikova B.,Swiatek I.,30,1,1410,10900,6,4,6,2,,,2,0,Completed,7,1.1,6.79,1.14,7.1,1.16,6.26,1.12
